team_id,canonical_name,country,alias,alias_norm,source,league,notes
369,Cork City,Republic of Ireland,Cork City,cork city,footystats,CL,
370,Dundalk,Republic of Ireland,Dundalk,dundalk,footystats,CL,
371,Shamrock Rovers,Republic of Ireland,Shamrock Rovers,shamrock rovers,footystats,CL,
372,Shelbourne,Republic of Ireland,Shelbourne,shelbourne,footystats,CL,
373,Astra Giurgiu,Romania,Astra,astra,footystats,CL,Distinct from Astana (Kazakhstan)
374,CFR Cluj,Romania,CFR Cluj,cfr cluj,footystats,CL,
375,FCSB,Romania,FCSB,fcsb,footystats,CL,
376,Farul Constanta,Romania,SSC Farul,ssc farul,footystats,CL,Post-2021 merger with Viitorul; kept separate as a distinct entity
377,Viitorul Constanta,Romania,Viitorul,viitorul,footystats,CL,Merged with Farul in 2021
378,CSKA Moscow,Russia,CSKA Moskva,cska moskva,footystats,CL,
379,Krasnodar,Russia,Krasnodar,krasnodar,footystats,CL,
380,Lokomotiv Moscow,Russia,Lokomotiv Moskva,lokomotiv moskva,footystats,CL,
381,Rostov,Russia,Rostov,rostov,footystats,CL,
382,Spartak Moscow,Russia,Spartak Moskva,spartak moskva,footystats,CL,Distinct from Spartak Trnava (Slovakia)
383,Zenit St Petersburg,Russia,Zenit,zenit,footystats,CL,
384,Folgore,San Marino,S.S. Folgore,s s folgore,footystats,CL,
385,La Fiorita,San Marino,La Fiorita,la fiorita,footystats,CL,
386,Tre Fiori,San Marino,Tre Fiori,tre fiori,footystats,CL,
387,Tre Penne,San Marino,Tre Penne,tre penne,footystats,CL,
388,Virtus,San Marino,Virtus,virtus,footystats,CL,
389,Aberdeen,Scotland,Aberdeen,aberdeen,football_data,SC0,
390,Celtic,Scotland,Celtic,celtic,football_data,SC0,
390,Celtic,Scotland,Celtic,celtic,footystats,CL,
391,Dundee,Scotland,Dundee,dundee,football_data,SC0,Distinct from Dundee United
392,Dundee United,Scotland,Dundee United,dundee united,football_data,SC0,Distinct from Dundee
393,Falkirk,Scotland,Falkirk,falkirk,football_data,SC0,
394,Hamilton Academical,Scotland,Hamilton,hamilton,football_data,SC0,
395,Heart of Midlothian,Scotland,Hearts,hearts,football_data,SC0,
396,Hibernian,Scotland,Hibernian,hibernian,football_data,SC0,NOT the same club as CL 'Hibernians' (Malta)
397,Inverness Caledonian Thistle,Scotland,Inverness C,inverness c,football_data,SC0,
398,Kilmarnock,Scotland,Kilmarnock,kilmarnock,football_data,SC0,
399,Livingston,Scotland,Livingston,livingston,football_data,SC0,
400,Motherwell,Scotland,Motherwell,motherwell,football_data,SC0,
401,Partick Thistle,Scotland,Partick,partick,football_data,SC0,
402,Rangers,Scotland,Rangers,rangers,football_data,SC0,
402,Rangers,Scotland,Rangers,rangers,footystats,CL,
403,Ross County,Scotland,Ross County,ross county,football_data,SC0,
404,St Johnstone,Scotland,St Johnstone,st johnstone,football_data,SC0,
405,St Mirren,Scotland,St Mirren,st mirren,football_data,SC0,
406,Partizan Belgrade,Serbia,Partizan,partizan,footystats,CL,Distinct from Partizani Tirana (Albania)
407,Red Star Belgrade,Serbia,Red Star Belgrade,red star belgrade,footystats,CL,
408,TSC Backa Topola,Serbia,Bačka Topola,backa topola,footystats,CL,
409,Slovan Bratislava,Slovakia,Slovan Bratislava,slovan bratislava,footystats,CL,
410,Spartak Trnava,Slovakia,Spartak Trnava,spartak trnava,footystats,CL,Distinct from Spartak Moscow (Russia)
411,Trencin,Slovakia,Trenčín,trencin,footystats,CL,
412,Zilina,Slovakia,Žilina,zilina,footystats,CL,
413,Celje,Slovenia,Celje,celje,footystats,CL,
414,Maribor,Slovenia,Maribor,maribor,footystats,CL,
415,Mura,Slovenia,Mura,mura,footystats,CL,
416,Olimpija Ljubljana,Slovenia,Olimpija,olimpija,footystats,CL,
417,Alaves,Spain,Alaves,alaves,football_data,SP1,
418,Almeria,Spain,Almeria,almeria,football_data,SP1,
419,Athletic Bilbao,Spain,Ath Bilbao,ath bilbao,football_data,SP1,
419,Athletic Bilbao,Spain,Athletic Club Bilbao,athletic club bilbao,footystats,CL,
420,Atletico Madrid,Spain,Ath Madrid,ath madrid,football_data,SP1,
420,Atletico Madrid,Spain,Atlético Madrid,atletico madrid,footystats,CL,
421,Barcelona,Spain,Barcelona,barcelona,football_data,SP1,
421,Barcelona,Spain,FC Barcelona,fc barcelona,footystats,CL,
422,Cadiz,Spain,Cadiz,cadiz,football_data,SP1,
423,Celta Vigo,Spain,Celta,celta,football_data,SP1,
424,Deportivo La Coruna,Spain,La Coruna,la coruna,football_data,SP1,
425,Eibar,Spain,Eibar,eibar,football_data,SP1,
426,Elche,Spain,Elche,elche,football_data,SP1,
427,Espanyol,Spain,Espanol,espanol,football_data,SP1,
428,Getafe,Spain,Getafe,getafe,football_data,SP1,
429,Girona,Spain,Girona,girona,football_data,SP1,
429,Girona,Spain,Girona FC,girona fc,footystats,CL,
430,Granada,Spain,Granada,granada,football_data,SP1,
431,Huesca,Spain,Huesca,huesca,football_data,SP1,
432,Las Palmas,Spain,Las Palmas,las palmas,football_data,SP1,
433,Leganes,Spain,Leganes,leganes,football_data,SP1,
434,Levante,Spain,Levante,levante,football_data,SP1,
435,Malaga,Spain,Malaga,malaga,football_data,SP1,
436,Mallorca,Spain,Mallorca,mallorca,football_data,SP1,
437,Osasuna,Spain,Osasuna,osasuna,football_data,SP1,
438,Rayo Vallecano,Spain,Vallecano,vallecano,football_data,SP1,
439,Real Betis,Spain,Betis,betis,football_data,SP1,
440,Real Madrid,Spain,Real Madrid,real madrid,football_data,SP1,
440,Real Madrid,Spain,Real Madrid,real madrid,footystats,CL,
441,Real Oviedo,Spain,Oviedo,oviedo,football_data,SP1,
442,Real Sociedad,Spain,Sociedad,sociedad,football_data,SP1,
442,Real Sociedad,Spain,Real Sociedad,real sociedad,footystats,CL,
443,Real Valladolid,Spain,Valladolid,valladolid,football_data,SP1,
444,Sevilla,Spain,Sevilla,sevilla,football_data,SP1,
444,Sevilla,Spain,Sevilla FC,sevilla fc,footystats,CL,
445,Sporting Gijon,Spain,Sp Gijon,sp gijon,football_data,SP1,
446,Valencia,Spain,Valencia,valencia,football_data,SP1,
446,Valencia,Spain,Valencia CF,valencia cf,footystats,CL,
447,Villarreal,Spain,Villarreal,villarreal,football_data,SP1,
447,Villarreal,Spain,Villarreal,villarreal,footystats,CL,
448,AIK,Sweden,AIK,aik,footystats,CL,
449,Djurgarden,Sweden,Djurgården,djurgarden,footystats,CL,
450,Hacken,Sweden,Häcken,hacken,footystats,CL,
451,Malmo FF,Sweden,Malmö FF,malmo ff,footystats,CL,
452,Norrkoping,Sweden,Norrköping,norrkoping,footystats,CL,
453,Basel,Switzerland,Basel,basel,footystats,CL,
454,Lugano,Switzerland,Lugano,lugano,footystats,CL,
455,Servette,Switzerland,Servette,servette,footystats,CL,
456,Young Boys,Switzerland,Young Boys,young boys,footystats,CL,
457,Zurich,Switzerland,Zürich,zurich,footystats,CL,
458,Adana Demirspor,Turkey,Ad. Demirspor,ad demirspor,football_data,T1,Distinct from Adanaspor
459,Adanaspor,Turkey,Adanaspor,adanaspor,football_data,T1,Distinct from Adana Demirspor
460,Akhisarspor,Turkey,Akhisar Belediyespor,akhisar belediyespor,football_data,T1,
461,Alanyaspor,Turkey,Alanyaspor,alanyaspor,football_data,T1,
462,Altay,Turkey,Altay,altay,football_data,T1,
463,Ankaragucu,Turkey,Ankaragucu,ankaragucu,football_data,T1,
464,Antalyaspor,Turkey,Antalyaspor,antalyaspor,football_data,T1,
465,Besiktas,Turkey,Besiktas,besiktas,football_data,T1,
465,Besiktas,Turkey,Beşiktaş,besiktas,footystats,CL,
466,Bodrumspor,Turkey,Bodrumspor,bodrumspor,football_data,T1,
467,Bursaspor,Turkey,Bursaspor,bursaspor,football_data,T1,
468,Caykur Rizespor,Turkey,Rizespor,rizespor,football_data,T1,
469,Denizlispor,Turkey,Denizlispor,denizlispor,football_data,T1,
470,Erzurumspor,Turkey,Erzurum BB,erzurum bb,football_data,T1,
471,Eskisehirspor,Turkey,Eskisehirspor,eskisehirspor,football_data,T1,
472,Eyupspor,Turkey,Eyupspor,eyupspor,football_data,T1,
473,Fatih Karagumruk,Turkey,Karagumruk,karagumruk,football_data,T1,
474,Fenerbahce,Turkey,Fenerbahce,fenerbahce,football_data,T1,
474,Fenerbahce,Turkey,Fenerbahçe,fenerbahce,footystats,CL,
475,Galatasaray,Turkey,Galatasaray,galatasaray,football_data,T1,
475,Galatasaray,Turkey,Galatasaray,galatasaray,footystats,CL,
476,Gaziantep FK,Turkey,Gaziantep,gaziantep,football_data,T1,Founded 2018; distinct from the older Gaziantepspor
477,Gaziantepspor,Turkey,Gaziantepspor,gaziantepspor,football_data,T1,Distinct from Gaziantep FK
478,Genclerbirligi,Turkey,Genclerbirligi,genclerbirligi,football_data,T1,
479,Giresunspor,Turkey,Giresunspor,giresunspor,football_data,T1,
480,Goztepe,Turkey,Goztep,goztep,football_data,T1,
481,Hatayspor,Turkey,Hatayspor,hatayspor,football_data,T1,
482,Istanbul Basaksehir,Turkey,Buyuksehyr,buyuksehyr,football_data,T1,football-data 'Buyuksehyr' = old name Istanbul Buyuksehir Belediyespor
482,Istanbul Basaksehir,Turkey,İstanbul Başakşehir,istanbul basaksehir,footystats,CL,football-data 'Buyuksehyr' = old name Istanbul Buyuksehir Belediyespor
483,Istanbulspor,Turkey,Istanbulspor,istanbulspor,football_data,T1,Distinct from Istanbul Basaksehir
484,Karabukspor,Turkey,Karabukspor,karabukspor,football_data,T1,
485,Kasimpasa,Turkey,Kasimpasa,kasimpasa,football_data,T1,
486,Kayserispor,Turkey,Kayserispor,kayserispor,football_data,T1,
487,Kocaelispor,Turkey,Kocaelispor,kocaelispor,football_data,T1,
488,Konyaspor,Turkey,Konyaspor,konyaspor,football_data,T1,
489,Mersin Idman Yurdu,Turkey,Mersin Idman Yurdu,mersin idman yurdu,football_data,T1,
490,Osmanlispor,Turkey,Osmanlispor,osmanlispor,football_data,T1,
491,Pendikspor,Turkey,Pendikspor,pendikspor,football_data,T1,
492,Samsunspor,Turkey,Samsunspor,samsunspor,football_data,T1,
493,Sivasspor,Turkey,Sivasspor,sivasspor,football_data,T1,
494,Trabzonspor,Turkey,Trabzonspor,trabzonspor,football_data,T1,
494,Trabzonspor,Turkey,Trabzonspor,trabzonspor,footystats,CL,
495,Umraniyespor,Turkey,Umraniyespor,umraniyespor,football_data,T1,
496,Yeni Malatyaspor,Turkey,Yeni Malatyaspor,yeni malatyaspor,football_data,T1,
497,Dnipro-1,Ukraine,Dnipro-1,dnipro 1,footystats,CL,
498,Dynamo Kyiv,Ukraine,Dynamo Kyiv,dynamo kyiv,footystats,CL,
499,Shakhtar Donetsk,Ukraine,Shakhtar Donetsk,shakhtar donetsk,footystats,CL,Distinct from Shakhtyor Soligorsk (Belarus)
500,Cardiff City,Wales,Cardiff,cardiff,football_data,E0,Welsh club competing in the English league system
501,Connah's Quay Nomads,Wales,Connah's Quay,connah s quay,footystats,CL,
502,Swansea City,Wales,Swansea,swansea,football_data,E0,Welsh club competing in the English league system
503,The New Saints,Wales,The New Saints,the new saints,footystats,CL,
